date,sales,customer_segment,purchase_amount,feature1,feature2,feature3,target
2023-11-12,939,Segment A,86.1,12,178,0.505,696.02
2023-11-13,504,Segment A,40.37,80,408,0.736,587.1
2023-11-14,490,Segment C,243.96,94,283,0.293,505.99
2023-11-15,971,Segment A,245.95,21,270,0.539,872.64
2023-11-16,100,Segment B,121.45,31,155,0.87,456.72
2023-11-17,347,Segment A,10.33,90,238,0.375,534.18
2023-11-18,698,Segment A,314.7,95,381,0.301,804.55
2023-11-19,280,Segment C,437.67,94,279,0.685,145.97
2023-11-20,428,Segment B,32.56,61,52,0.587,814.84
2023-11-21,734,Segment C,269.84,76,405,0.474,400.52
2023-11-22,232,Segment B,159.03,99,216,0.482,710.84
2023-11-23,463,Segment A,429.5,84,104,0.895,683.8
2023-11-24,831,Segment B,377.36,83,301,0.404,385.3
2023-11-25,998,Segment A,388.03,76,246,0.162,344.13
2023-11-26,592,Segment A,299.08,15,483,0.701,179.15
2023-11-27,574,Segment C,18.27,67,84,0.212,640.01
2023-11-28,583,Segment A,96.46,98,95,0.139,710.77
2023-11-29,582,Segment C,169.58,21,173,0.698,467.99
2023-11-30,816,Segment A,201.49,92,166,0.113,919.7
2023-12-01,858,Segment B,384.2,7,373,0.584,437.47
2023-12-02,687,Segment A,492.65,10,433,0.353,272.62
2023-12-03,974,Segment B,77.81,7,224,0.397,798.21
2023-12-04,853,Segment A,155.37,59,387,0.213,302.71
2023-12-05,460,Segment A,108.45,47,433,0.763,252.75
2023-12-06,609,Segment A,475.01,73,142,0.758,740.16
2023-12-07,244,Segment A,47.22,79,356,0.342,386.84
2023-12-08,677,Segment A,131.53,81,103,0.883,105.93
2023-12-09,763,Segment B,231.56,3,464,0.451,737.0
2023-12-10,412,Segment B,441.57,5,349,0.998,898.93
2023-12-11,752,Segment A,338.58,5,438,0.888,206.6
2023-12-12,172,Segment B,235.0,17,162,0.622,970.1
2023-12-13,524,Segment B,229.54,85,140,0.715,631.89
2023-12-14,581,Segment A,483.18,69,107,0.247,101.41
2023-12-15,290,Segment A,107.3,59,300,0.562,272.78
2023-12-16,898,Segment C,309.82,76,226,0.703,414.2
2023-12-17,523,Segment B,65.46,85,220,0.82,524.44
2023-12-18,705,Segment A,93.28,42,420,0.657,830.35
2023-12-19,902,Segment C,173.95,43,236,0.855,706.01
2023-12-20,272,Segment C,64.1,97,463,0.654,771.07
2023-12-21,662,Segment A,458.6,68,468,0.58,145.14
2023-12-22,369,Segment B,296.02,78,78,0.555,776.39
2023-12-23,231,Segment A,124.52,8,252,0.412,984.44
2023-12-24,237,Segment B,258.85,64,465,0.758,468.17
2023-12-25,772,Segment B,293.33,19,363,0.873,942.09
2023-12-26,269,Segment A,360.51,30,425,0.216,134.72
2023-12-27,988,Segment A,444.45,12,477,0.368,156.18
2023-12-28,351,Segment B,341.34,27,202,0.287,999.85
2023-12-29,735,Segment A,372.41,76,252,0.19,590.6
2023-12-30,113,Segment C,171.2,58,90,0.2,616.93
2023-12-31,879,Segment B,277.44,85,259,0.315,243.56
2023-01-01,970,Segment A,312.09,4,398,0.651,891.47
2023-01-02,806,Segment B,362.81,8,351,0.777,997.57
2023-01-03,707,Segment C,362.31,70,315,0.277,425.1
2023-01-04,721,Segment B,179.38,92,406,0.535,814.05
2023-01-05,564,Segment A,387.7,63,466,0.65,831.28
2023-01-06,691,Segment A,438.25,91,461,0.181,480.26
2023-01-07,482,Segment B,123.38,57,59,0.417,796.62
2023-01-08,731,Segment A,34.27,66,352,0.767,748.05
2023-01-09,445,Segment C,42.07,21,83,0.807,211.97
2023-01-10,543,Segment B,434.57,35,239,0.698,689.58
2023-01-11,168,Segment A,302.19,23,492,0.19,885.04
2023-01-12,967,Segment B,353.73,38,452,0.699,502.25
2023-01-13,517,Segment A,413.21,34,464,0.864,934.75
2023-01-14,750,Segment C,478.15,59,173,0.374,593.99
2023-01-15,128,Segment A,127.98,29,83,0.843,216.59
2023-01-16,825,Segment C,155.47,9,349,0.53,922.91
2023-01-17,117,Segment B,453.46,87,54,0.596,271.33
2023-01-18,534,Segment A,77.17,44,200,0.865,786.09
2023-01-19,419,Segment B,330.1,51,269,0.887,203.42
2023-01-20,715,Segment A,154.51,37,134,0.287,930.67
2023-01-21,549,Segment B,230.01,8,353,0.174,914.92
2023-01-22,344,Segment A,256.77,71,147,0.286,445.11
2023-01-23,801,Segment A,281.5,47,393,0.157,922.39
2023-01-24,402,Segment B,392.7,90,417,0.223,184.62
2023-01-25,703,Segment B,30.39,79,204,0.16,814.19
2023-01-26,552,Segment B,188.33,52,372,0.343,875.29
2023-01-27,653,Segment A,333.68,24,185,0.359,153.96
2023-01-28,520,Segment C,139.22,65,403,0.362,566.15
2023-01-29,957,Segment A,49.35,70,427,0.106,728.72
2023-01-30,781,Segment A,223.45,27,399,0.797,271.63
2023-01-31,631,Segment A,10.05,25,120,0.713,965.07
2023-02-01,350,Segment B,250.3,31,417,0.213,694.08
2023-02-02,172,Segment A,398.59,58,327,0.245,565.87
2023-02-03,488,Segment B,271.7,61,213,0.875,674.1
2023-02-04,672,Segment B,190.94,28,484,0.169,752.95
2023-02-05,487,Segment C,339.59,98,82,0.916,820.8
2023-02-06,944,Segment B,22.53,37,216,0.129,740.06
2023-02-07,606,Segment A,270.21,36,383,0.622,576.69
2023-02-08,755,Segment C,18.71,43,459,0.267,959.44
2023-02-09,709,Segment B,166.59,70,183,0.288,136.42
2023-02-10,769,Segment A,436.69,67,96,0.905,723.13
2023-02-11,951,Segment A,442.81,68,217,0.307,995.42
2023-02-12,158,Segment B,300.4,8,346,0.887,147.16
2023-02-13,474,Segment B,403.33,10,255,0.388,667.41
2023-02-14,748,Segment A,284.62,15,339,0.533,980.79
2023-02-15,129,Segment A,310.65,18,306,0.26,239.31
2023-02-16,980,Segment B,99.96,30,95,0.689,577.27
2023-02-17,713,Segment A,240.22,81,234,0.283,866.09
2023-02-18,605,Segment C,273.33,78,71,0.276,203.7
2023-02-19,665,Segment B,325.43,66,493,0.743,545.07
2023-02-20,372,Segment A,57.96,38,212,0.238,280.39
2023-02-21,420,Segment C,328.05,24,441,0.885,908.66
2023-02-22,304,Segment C,250.82,39,269,0.36,161.27
2023-02-23,539,Segment A,206.43,97,71,0.811,193.25
2023-02-24,448,Segment A,465.38,87,420,0.831,793.59
2023-02-25,390,Segment A,418.53,51,117,0.716,717.59
2023-02-26,924,Segment C,470.26,11,229,0.271,724.81
2023-02-27,230,Segment A,130.94,64,268,0.894,389.48
2023-02-28,934,Segment C,198.33,72,231,0.425,463.52
2023-03-01,887,Segment A,255.33,9,465,0.697,289.84
2023-03-02,935,Segment B,324.41,30,165,0.813,424.61
2023-03-03,981,Segment B,156.53,56,334,0.693,295.72
2023-03-04,117,Segment B,304.97,12,115,0.807,232.53
2023-03-05,268,Segment A,494.12,55,138,0.929,417.21
2023-03-06,922,Segment C,308.6,22,349,0.476,788.09
2023-03-07,773,Segment A,121.88,9,468,0.773,481.15
2023-03-08,339,Segment A,198.9,30,260,0.393,613.22
2023-03-09,967,Segment A,13.12,53,347,0.487,442.46
2023-03-10,806,Segment A,180.29,78,466,0.586,771.49
2023-03-11,639,Segment A,206.36,91,401,0.228,531.37
2023-03-12,771,Segment A,304.95,46,307,0.646,185.16
2023-03-13,312,Segment B,290.68,63,253,0.455,990.63
2023-03-14,159,Segment B,464.0,20,359,0.191,820.7
2023-03-15,525,Segment C,278.53,47,399,0.343,117.33
2023-03-16,738,Segment A,444.92,49,130,0.678,606.06
2023-03-17,161,Segment A,461.42,91,81,0.965,994.13
2023-03-18,343,Segment A,297.44,94,379,0.213,557.43
2023-03-19,411,Segment C,304.91,57,352,0.263,343.38
2023-03-20,409,Segment B,33.74,12,92,0.127,789.23
2023-03-21,468,Segment B,326.9,93,177,0.615,972.51
2023-03-22,850,Segment B,210.54,36,364,0.667,992.96
2023-03-23,542,Segment C,211.51,38,481,0.789,203.59
2023-03-24,282,Segment A,54.03,25,411,0.928,469.44
2023-03-25,620,Segment A,355.05,39,213,0.683,175.23
2023-03-26,111,Segment A,299.48,48,219,0.604,385.06
2023-03-27,616,Segment A,189.86,51,112,0.83,576.63
2023-03-28,781,Segment C,95.19,74,237,0.842,265.8
2023-03-29,762,Segment A,345.64,86,226,0.733,417.64
2023-03-30,476,Segment A,40.96,4,337,0.215,356.29
2023-03-31,551,Segment B,56.83,74,364,0.897,312.86
2023-04-01,376,Segment C,362.51,59,211,0.419,295.93
2023-04-02,403,Segment A,176.25,91,318,0.924,485.81
2023-04-03,245,Segment A,78.23,52,339,0.258,415.39
2023-04-04,817,Segment B,248.23,54,292,0.404,155.22
2023-04-05,250,Segment C,404.81,50,426,0.83,354.83
2023-04-06,241,Segment B,393.09,73,337,0.395,670.7
2023-04-07,406,Segment A,119.97,31,298,0.658,675.8
2023-04-08,272,Segment B,47.45,74,135,0.999,860.18
2023-04-09,273,Segment C,96.24,3,220,0.556,315.91
2023-04-10,660,Segment C,390.46,17,390,0.568,863.45
2023-04-11,669,Segment B,296.74,67,188,0.732,791.22
2023-04-12,188,Segment B,254.19,99,234,0.212,821.63
2023-04-13,502,Segment B,58.98,64,406,0.165,359.15
2023-04-14,550,Segment C,416.22,63,351,0.186,821.18
2023-04-15,289,Segment A,91.7,79,57,0.805,196.08
2023-04-16,357,Segment A,56.12,44,202,0.708,679.04
2023-04-17,719,Segment A,146.62,2,242,0.84,226.08
2023-04-18,555,Segment C,309.8,39,90,0.32,727.0
2023-04-19,564,Segment A,271.96,27,344,0.548,540.44
2023-04-20,955,Segment B,390.87,18,298,0.698,398.08
2023-04-21,334,Segment B,233.39,89,310,0.572,650.11
2023-04-22,136,Segment A,53.61,94,61,0.864,624.89
2023-04-23,298,Segment A,380.09,75,404,0.51,927.56
2023-04-24,330,Segment B,17.48,61,492,0.322,472.59
2023-04-25,728,Segment C,433.13,50,64,0.504,615.67
2023-04-26,120,Segment A,484.34,1,482,0.888,525.73
2023-04-27,622,Segment B,261.73,13,131,0.827,579.97
2023-04-28,765,Segment A,314.89,99,487,0.642,558.91
2023-04-29,685,Segment C,311.67,63,152,0.923,850.18
2023-04-30,535,Segment C,371.91,87,178,0.71,149.74
2023-05-01,291,Segment A,470.59,83,295,0.17,716.71
2023-05-02,637,Segment B,496.2,38,65,0.75,477.0
2023-05-03,520,Segment B,78.11,32,268,0.94,440.88
2023-05-04,337,Segment B,30.67,71,364,0.29,527.97
2023-05-05,795,Segment B,265.32,59,282,0.635,355.51
2023-05-06,829,Segment B,28.97,71,115,0.763,947.17
2023-05-07,734,Segment B,192.35,74,287,0.178,936.07
2023-05-08,567,Segment A,278.85,92,262,0.793,926.96
2023-05-09,237,Segment C,221.17,68,190,0.477,436.07
2023-05-10,401,Segment A,59.53,51,457,0.953,178.07
2023-05-11,315,Segment A,405.09,69,336,0.195,876.58
2023-05-12,185,Segment A,143.83,68,139,0.747,963.85
2023-05-13,806,Segment C,281.02,25,382,0.808,448.23
2023-05-14,783,Segment A,325.17,44,333,0.898,307.87
2023-05-15,943,Segment B,470.1,52,65,0.267,599.24
2023-05-16,345,Segment C,72.28,70,145,0.661,335.5
2023-05-17,735,Segment B,203.29,46,157,0.158,739.64
2023-05-18,930,Segment C,487.43,13,394,0.23,209.03
2023-05-19,778,Segment C,131.69,86,201,0.661,909.87
2023-05-20,299,Segment C,330.17,92,496,0.965,965.06
2023-05-21,518,Segment A,59.61,30,113,0.64,225.09
2023-05-22,405,Segment C,476.14,27,357,0.283,347.09
2023-05-23,847,Segment A,266.89,78,464,0.916,528.92
2023-05-24,397,Segment B,68.31,12,210,0.471,689.11
2023-05-25,568,Segment B,60.94,75,248,0.438,105.97
2023-05-26,547,Segment A,217.34,99,419,0.707,722.01
2023-05-27,318,Segment A,77.36,40,239,0.328,847.37
2023-05-28,409,Segment A,47.26,39,184,0.839,895.69
2023-05-29,236,Segment C,318.17,86,252,0.833,189.1
2023-05-30,795,Segment A,470.72,64,351,0.238,220.1
2023-05-31,879,Segment C,398.06,2,460,0.895,874.35
2023-06-01,164,Segment A,159.66,18,496,0.968,401.8
2023-06-02,211,Segment B,29.04,10,220,0.457,752.3
2023-06-03,986,Segment B,218.18,23,498,0.147,909.12
2023-06-04,339,Segment B,378.74,57,363,0.355,469.19
2023-06-05,500,Segment C,347.63,82,137,0.429,759.22
2023-06-06,485,Segment A,174.43,10,401,0.314,555.25
2023-06-07,419,Segment C,86.22,32,448,0.526,278.15
2023-06-08,932,Segment A,99.43,41,472,0.24,972.13
2023-06-09,279,Segment A,164.43,38,52,0.589,635.45
2023-06-10,689,Segment A,365.52,52,289,0.532,708.7
2023-06-11,454,Segment B,227.0,46,224,0.235,775.45
2023-06-12,602,Segment B,419.0,17,229,0.378,933.68
2023-06-13,281,Segment A,278.32,37,292,0.562,116.26
2023-06-14,544,Segment B,105.61,68,384,0.907,954.89
2023-06-15,527,Segment C,250.08,44,67,0.105,822.99
2023-06-16,118,Segment A,431.59,20,300,0.78,288.87
2023-06-17,674,Segment B,18.59,58,323,0.438,805.33
2023-06-18,364,Segment B,212.87,61,451,0.549,863.59
2023-06-19,506,Segment C,385.55,93,284,0.63,557.28
2023-06-20,705,Segment A,89.93,96,276,0.877,887.21
2023-06-21,719,Segment C,408.8,48,210,0.734,719.5
2023-06-22,265,Segment C,298.12,78,456,0.898,786.9
2023-06-23,392,Segment A,178.04,88,145,0.167,164.52
2023-06-24,125,Segment A,170.39,48,70,0.112,537.73
2023-06-25,794,Segment C,201.35,36,235,0.337,118.67
2023-06-26,758,Segment A,378.09,7,420,0.834,676.13
2023-06-27,735,Segment C,53.04,20,390,0.953,542.01
2023-06-28,706,Segment C,91.58,27,389,0.403,330.24
2023-06-29,285,Segment B,430.15,36,112,0.522,641.5
2023-06-30,827,Segment B,132.84,31,312,0.926,452.37
2023-07-01,247,Segment A,179.07,72,403,0.258,429.86
2023-07-02,581,Segment B,91.56,75,163,0.149,239.16
2023-07-03,980,Segment B,91.99,18,218,0.731,420.87
2023-07-04,768,Segment A,80.82,51,412,0.998,210.27
2023-07-05,143,Segment B,93.06,76,73,0.53,185.5
2023-07-06,842,Segment B,258.8,1,207,0.203,614.01
2023-07-07,278,Segment C,264.95,45,244,0.436,238.08
2023-07-08,916,Segment B,344.31,41,405,0.932,586.76
2023-07-09,816,Segment B,275.44,31,330,0.898,747.17
2023-07-10,940,Segment B,272.65,77,118,0.597,818.69
2023-07-11,913,Segment B,431.07,40,342,0.147,909.9
2023-07-12,473,Segment A,74.58,82,481,0.734,894.39
2023-07-13,236,Segment B,200.44,47,196,0.321,435.72
2023-07-14,996,Segment B,172.97,63,382,0.688,424.14
2023-07-15,670,Segment B,50.13,34,328,0.313,795.98
2023-07-16,482,Segment C,146.44,81,132,0.633,291.22
2023-07-17,763,Segment B,65.27,62,266,0.258,726.12
2023-07-18,978,Segment B,292.09,68,499,0.187,750.81
2023-07-19,386,Segment A,142.07,29,445,0.272,835.62
2023-07-20,452,Segment B,255.81,27,95,0.775,649.23
2023-07-21,328,Segment A,55.88,62,260,0.304,233.69
2023-07-22,261,Segment B,447.02,77,455,0.132,260.64
2023-07-23,564,Segment B,261.5,24,461,0.994,474.53
2023-07-24,361,Segment B,18.23,17,174,0.252,903.9
2023-07-25,444,Segment A,370.46,39,194,0.277,158.83
2023-07-26,113,Segment C,88.92,1,449,0.284,267.3
2023-07-27,983,Segment A,287.77,70,152,0.838,669.62
2023-07-28,503,Segment B,44.17,71,190,0.868,264.71
2023-07-29,148,Segment A,65.14,98,350,0.292,781.41
2023-07-30,397,Segment A,68.94,19,69,0.685,745.95
2023-07-31,280,Segment A,76.27,26,384,0.983,398.62
2023-08-01,690,Segment A,226.96,11,400,0.826,889.8
2023-08-02,328,Segment A,266.44,17,72,0.314,765.48
2023-08-03,283,Segment A,91.53,4,451,0.619,517.03
2023-08-04,663,Segment C,386.75,18,248,0.661,215.35
2023-08-05,710,Segment A,340.02,33,452,0.18,709.54
2023-08-06,540,Segment A,207.52,99,468,0.631,139.06
2023-08-07,278,Segment C,261.17,51,156,0.623,690.84
2023-08-08,281,Segment B,204.2,15,141,0.463,852.49
2023-08-09,941,Segment C,362.32,78,339,0.987,585.33
2023-08-10,479,Segment A,286.34,79,189,0.685,800.99
2023-08-11,614,Segment C,291.16,44,229,0.857,347.09
2023-08-12,669,Segment A,105.58,11,131,0.391,930.6
2023-08-13,581,Segment A,103.64,83,72,0.825,121.58
2023-08-14,956,Segment A,108.89,48,60,0.265,831.52
2023-08-15,326,Segment B,31.08,56,395,0.369,266.35
2023-08-16,257,Segment A,185.15,85,455,0.844,943.03
2023-08-17,287,Segment A,156.1,18,352,0.877,736.44
2023-08-18,723,Segment B,377.33,12,215,0.342,589.13
2023-08-19,798,Segment A,360.07,81,385,0.422,399.87
2023-08-20,704,Segment A,202.7,79,249,0.374,604.63
2023-08-21,750,Segment A,367.31,99,215,0.138,145.6
2023-08-22,267,Segment C,256.38,73,87,0.559,966.55
2023-08-23,308,Segment C,260.69,79,54,0.995,709.11
2023-08-24,739,Segment B,434.96,43,395,0.439,558.12
2023-08-25,327,Segment A,38.73,47,433,0.158,290.67
2023-08-26,720,Segment C,369.47,40,421,0.638,608.77
2023-08-27,220,Segment A,482.24,58,180,0.622,237.49
2023-08-28,274,Segment B,183.98,54,158,0.439,843.21
2023-08-29,943,Segment A,81.7,61,104,0.236,835.06
2023-08-30,871,Segment A,27.66,46,486,0.708,396.2
2023-08-31,434,Segment A,271.91,60,440,0.479,686.64
2023-09-01,104,Segment B,308.47,92,395,0.757,953.46
2023-09-02,993,Segment A,95.03,94,369,0.263,489.26
2023-09-03,272,Segment A,124.92,63,293,0.738,640.61
2023-09-04,499,Segment B,384.26,25,209,0.322,696.92
2023-09-05,944,Segment C,241.04,40,368,0.885,520.74
2023-09-06,721,Segment A,410.31,6,334,0.434,930.85
2023-09-07,465,Segment A,318.25,69,377,0.122,515.33
2023-09-08,378,Segment B,273.63,78,310,0.779,396.4
2023-09-09,611,Segment A,469.84,45,358,0.727,980.66
2023-09-10,946,Segment A,471.66,6,211,0.848,293.83
2023-09-11,495,Segment A,350.47,62,402,0.178,380.25
2023-09-12,103,Segment B,391.61,68,113,0.309,427.99
2023-09-13,161,Segment A,77.85,71,192,0.495,472.61
2023-09-14,648,Segment A,54.96,44,274,0.62,535.66
2023-09-15,549,Segment C,66.05,45,63,0.184,322.34
2023-09-16,199,Segment B,392.93,19,287,0.849,755.28
2023-09-17,541,Segment B,428.85,27,216,0.907,153.07
2023-09-18,660,Segment B,120.16,45,57,0.258,340.78
2023-09-19,376,Segment A,418.95,64,152,0.434,780.39
2023-09-20,862,Segment A,364.0,1,315,0.633,526.96
2023-09-21,517,Segment A,277.77,3,311,0.331,263.77
2023-09-22,744,Segment C,337.32,12,217,0.919,116.93
2023-09-23,295,Segment A,422.7,76,456,0.877,420.79
2023-09-24,321,Segment A,364.3,28,225,0.91,667.66
2023-09-25,252,Segment B,209.87,65,206,0.583,108.56
2023-09-26,934,Segment B,493.35,41,370,0.148,535.5
2023-09-27,911,Segment C,358.85,13,418,0.75,638.27
2023-09-28,340,Segment C,436.77,87,224,0.134,556.03
2023-09-29,687,Segment B,214.32,72,286,0.767,687.75
2023-09-30,167,Segment C,107.3,69,498,0.992,880.47
2023-10-01,218,Segment B,440.95,16,339,0.744,300.94
2023-10-02,660,Segment A,322.65,93,432,0.268,602.25
2023-10-03,685,Segment A,385.19,71,398,0.246,122.73
2023-10-04,170,Segment A,335.55,92,197,0.452,677.5
2023-10-05,473,Segment B,126.16,40,256,0.472,299.32
2023-10-06,456,Segment B,482.46,24,478,0.804,846.61
2023-10-07,220,Segment C,312.6,42,153,0.47,232.69
2023-10-08,748,Segment C,110.93,31,114,0.547,588.08
2023-10-09,539,Segment B,145.77,67,208,0.801,687.13
2023-10-10,486,Segment B,75.9,32,338,0.135,516.69
2023-10-11,528,Segment B,471.92,47,228,0.888,890.49
2023-10-12,306,Segment C,478.08,47,83,0.45,438.62
2023-10-13,345,Segment A,437.39,32,118,0.978,523.78
2023-10-14,350,Segment A,29.47,15,352,0.215,230.12
2023-10-15,263,Segment A,238.63,5,443,0.307,787.77
2023-10-16,751,Segment B,175.72,25,367,0.68,719.5
2023-10-17,569,Segment A,316.67,27,438,0.605,170.62
2023-10-18,544,Segment C,192.91,78,112,0.388,286.76
2023-10-19,415,Segment C,65.78,22,240,0.3,431.79
2023-10-20,799,Segment B,271.66,75,281,0.393,706.89
2023-10-21,546,Segment A,260.22,83,153,0.453,783.21
2023-10-22,174,Segment B,377.13,61,268,0.723,168.73
2023-10-23,354,Segment C,435.62,77,65,0.278,166.52
2023-10-24,764,Segment C,389.01,14,406,0.199,389.19
2023-10-25,173,Segment A,290.05,17,322,0.517,400.94
2023-10-26,283,Segment B,101.29,26,427,0.871,643.88
2023-10-27,800,Segment B,397.45,28,489,0.755,903.25
2023-10-28,949,Segment A,381.76,32,78,0.396,871.27
2023-10-29,692,Segment B,347.33,28,245,0.447,746.67
2023-10-30,842,Segment A,253.0,73,311,0.216,175.18
2023-10-31,508,Segment C,170.18,19,185,0.137,485.75
2023-11-01,224,Segment A,275.21,97,400,0.279,597.75
2023-11-02,736,Segment A,312.6,3,353,0.117,968.58
2023-11-03,526,Segment B,118.06,27,125,0.747,868.53
2023-11-04,383,Segment A,194.62,71,312,0.264,997.3
2023-11-05,335,Segment C,269.94,77,461,0.413,518.38
2023-11-06,802,Segment B,141.09,77,416,0.325,885.82
2023-11-07,114,Segment C,289.48,9,386,0.811,323.22
2023-11-08,504,Segment A,149.26,7,100,0.243,963.88
2023-11-09,208,Segment C,69.21,67,59,0.249,566.8
2023-11-10,928,Segment C,303.03,11,229,0.215,680.13
2023-11-11,574,Segment A,426.61,54,476,0.318,799.63
2023-11-12,266,Segment A,256.38,2,335,0.182,400.66
2023-11-13,119,Segment C,82.75,74,205,0.299,821.88
2023-11-14,248,Segment A,266.16,20,400,0.921,454.53
2023-11-15,886,Segment B,116.31,66,159,0.827,563.58
2023-11-16,248,Segment A,344.99,25,178,0.481,568.13
2023-11-17,596,Segment B,455.5,61,82,0.783,545.46
2023-11-18,712,Segment C,152.06,65,438,0.523,466.13
2023-11-19,353,Segment B,65.43,87,441,0.923,696.65
2023-11-20,763,Segment B,426.66,79,325,0.675,853.42
2023-11-21,159,Segment B,32.77,14,65,0.501,597.23
2023-11-22,345,Segment B,326.46,41,484,0.677,809.82
2023-11-23,970,Segment B,337.57,82,230,0.138,901.17
2023-11-24,803,Segment A,183.8,89,82,0.225,832.74
2023-11-25,148,Segment C,41.12,58,256,0.103,149.33
2023-11-26,675,Segment A,205.43,29,56,0.142,295.05
2023-11-27,743,Segment A,347.05,80,319,0.869,181.84
2023-11-28,424,Segment B,204.82,92,207,0.579,564.9
2023-11-29,650,Segment B,390.95,79,131,0.86,138.7
2023-11-30,471,Segment B,25.38,60,111,0.631,963.24
2023-12-01,525,Segment A,217.19,1,424,0.147,554.25
2023-12-02,886,Segment C,361.01,25,278,0.413,155.58
2023-12-03,123,Segment C,180.95,90,416,0.419,380.27
2023-12-04,914,Segment B,70.44,99,366,0.957,536.58
2023-12-05,591,Segment C,276.68,81,381,0.736,403.5
2023-12-06,727,Segment B,206.22,87,247,0.347,921.27
2023-12-07,128,Segment A,491.75,48,223,0.262,343.33
2023-12-08,140,Segment B,290.83,38,259,0.493,663.88
2023-12-09,793,Segment B,400.26,81,498,0.967,505.92
2023-12-10,517,Segment C,24.58,9,463,0.598,247.31
2023-12-11,967,Segment B,101.31,92,280,0.305,243.9
2023-12-12,126,Segment A,73.01,73,95,0.565,421.73
2023-12-13,560,Segment C,253.64,78,313,0.198,383.79
2023-12-14,671,Segment C,295.47,93,190,0.103,842.2
2023-12-15,970,Segment B,155.82,62,309,0.306,158.79
2023-12-16,928,Segment C,425.22,93,272,0.486,728.73
2023-12-17,193,Segment C,381.14,50,84,0.752,281.94
2023-12-18,929,Segment C,493.52,94,165,0.539,340.41
2023-12-19,282,Segment C,103.49,97,223,0.837,522.15
2023-12-20,505,Segment B,339.22,31,359,0.847,276.04
2023-12-21,999,Segment B,442.26,14,235,0.558,155.31
2023-12-22,328,Segment A,440.64,53,204,0.508,593.95
2023-12-23,801,Segment A,338.13,69,268,0.699,854.03
2023-12-24,717,Segment B,367.43,43,198,0.789,137.43
2023-12-25,628,Segment A,180.14,77,397,0.866,309.47
2023-12-26,623,Segment A,317.55,11,114,0.155,387.19
2023-12-27,769,Segment A,90.02,64,225,0.463,330.27
2023-12-28,365,Segment C,179.52,15,133,0.46,383.26
